gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,TenureYears,TotalServices,ChurnBinary,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score,RFM_Segment,Risk_Segment,Predicted Churn Score
Female,1,Yes,No,62.0,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,104.85,6312.9,No,5.0,7,0,62.0,7,6312.9,5,5,5,555,Champions,Medium-High Risk,30
Female,0,No,No,10.0,Yes,No,DSL,No,No,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,60.95,629.55,No,0.0,4,0,10.0,4,629.55,3,3,2,332,Average Customers,Low Risk,60
Male,0,No,No,31.0,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,81.15,2640.55,No,2.0,4,0,31.0,4,2640.55,5,3,4,534,Loyal Customers,Medium-High Risk,50
Female,0,Yes,No,71.0,Yes,No,No,No,No,No,No,No,No,Two year,No,Credit card (automatic),19.1,1372.45,No,5.0,1,0,71.0,1,1372.45,5,1,3,513,Lost Customers,Medium Risk,10
Male,0,No,No,58.0,Yes,No,No,No,No,No,No,No,No,Two year,No,Mailed check,20.8,1212.25,No,4.0,1,0,58.0,1,1212.25,5,1,3,513,Lost Customers,Medium Risk,10
Male,0,Yes,Yes,70.0,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),90.15,6237.05,No,5.0,9,0,70.0,9,6237.05,5,5,5,555,Champions,Low Risk,20
Female,0,Yes,No,71.0,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Electronic check,90.1,6310.9,No,5.0,9,0,71.0,9,6310.9,5,5,5,555,Champions,Medium-High Risk,20
Male,1,No,No,69.0,Yes,Yes,DSL,Yes,No,Yes,Yes,No,Yes,Two year,No,Credit card (automatic),74.1,5031.0,No,5.0,7,0,69.0,7,5031.0,5,5,5,555,Champions,Medium Risk,20
Female,1,No,No,1.0,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,85.05,85.05,Yes,0.0,4,1,1.0,4,85.05,1,3,1,131,Average Customers,High Risk,90
Female,0,Yes,Yes,72.0,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),118.75,8672.45,No,6.0,9,0,72.0,9,8672.45,5,5,5,555,Champions,Medium-High Risk,30
Female,0,Yes,No,26.0,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,No,Credit card (automatic),85.9,2196.45,No,2.0,4,0,26.0,4,2196.45,5,3,4,534,Loyal Customers,Medium-High Risk,50
Female,0,Yes,No,33.0,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),95.0,3008.15,No,2.0,6,0,33.0,6,3008.15,5,4,4,544,Champions,Medium-High Risk,50
Female,0,Yes,Yes,10.0,Yes,No,No,No,No,No,No,No,No,Two year,No,Mailed check,20.15,220.8,No,0.0,1,0,10.0,1,220.8,3,1,1,311,Average Customers,Medium Risk,50
Female,1,No,No,57.0,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,Yes,Two year,No,Credit card (automatic),101.3,5779.6,No,4.0,7,0,57.0,7,5779.6,5,5,5,555,Champions,Medium-High Risk,30
Female,0,No,No,10.0,Yes,No,No,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,21.2,222.65,No,0.0,1,0,10.0,1,222.65,3,1,1,311,Average Customers,Medium-High Risk,70
Female,0,Yes,Yes,39.0,Yes,Yes,No,No,No,No,No,No,No,One year,Yes,Mailed check,24.2,914.6,No,3.0,2,0,39.0,2,914.6,5,2,2,522,Lost Customers,Medium Risk,10
Female,0,No,No,11.0,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),20.3,246.3,No,0.0,1,0,11.0,1,246.3,3,1,1,311,Average Customers,Medium Risk,70
Female,0,Yes,Yes,21.0,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,102.8,2110.15,Yes,1.0,7,1,21.0,7,2110.15,4,5,4,454,Champions,Medium-High Risk,50
Female,0,Yes,Yes,68.0,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),85.3,5560.0,No,5.0,8,0,68.0,8,5560.0,5,5,5,555,Champions,Low Risk,20
Male,0,No,No,18.0,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,One year,Yes,Credit card (automatic),89.6,1633.0,No,1.0,5,0,18.0,5,1633.0,4,4,3,443,Loyal Customers,Medium-High Risk,30
Female,0,No,No,6.0,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,99.95,547.65,Yes,0.0,6,1,6.0,6,547.65,2,4,2,242,Average Customers,High Risk,90
Male,0,No,No,18.0,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,No,Mailed check,56.25,969.85,No,1.0,4,0,18.0,4,969.85,4,3,3,433,Loyal Customers,Low Risk,20
Female,0,Yes,Yes,52.0,Yes,No,DSL,No,No,Yes,No,No,No,One year,Yes,Bank transfer (automatic),50.95,2610.65,No,4.0,3,0,52.0,3,2610.65,5,2,4,524,High Spenders,Low Risk,0
Male,0,Yes,Yes,56.0,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Mailed check,115.85,6567.9,No,4.0,9,0,56.0,9,6567.9,5,5,5,555,Champions,Medium-High Risk,30
Male,0,No,No,45.0,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),103.65,4747.85,No,3.0,7,0,45.0,7,4747.85,5,5,5,555,Champions,Medium-High Risk,50
Female,0,No,No,67.0,Yes,Yes,No,No,No,No,No,No,No,Two year,Yes,Mailed check,26.1,1759.55,No,5.0,2,0,67.0,2,1759.55,5,2,3,523,Lost Customers,Medium Risk,10
Male,0,Yes,No,3.0,No,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,No,Mailed check,35.1,101.1,No,0.0,3,0,3.0,3,101.1,1,2,1,121,At-Risk Newbies,Low Risk,60
Male,1,No,No,65.0,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),99.1,6496.15,No,5.0,6,0,65.0,6,6496.15,5,4,5,545,Champions,Medium-High Risk,50
Male,0,Yes,No,63.0,Yes,Yes,DSL,No,Yes,No,Yes,No,Yes,Two year,No,Mailed check,67.25,4234.15,No,5.0,6,0,63.0,6,4234.15,5,4,4,544,Champions,Low Risk,0
Female,0,Yes,Yes,11.0,Yes,Yes,No,No,No,No,No,No,No,Two year,No,Mailed check,25.0,300.7,No,0.0,2,0,11.0,2,300.7,3,2,2,322,Average Customers,Medium Risk,50
Male,0,No,Yes,1.0,Yes,No,DSL,No,No,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,59.55,59.55,No,0.0,4,0,1.0,4,59.55,1,3,1,131,Average Customers,Low Risk,60
Male,0,No,No,55.0,Yes,Yes,DSL,No,No,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),77.8,4323.35,No,4.0,6,0,55.0,6,4323.35,5,4,4,544,Champions,Low Risk,20
Male,0,Yes,Yes,25.0,Yes,Yes,DSL,No,No,No,Yes,No,No,One year,Yes,Mailed check,55.1,1466.1,No,2.0,4,0,25.0,4,1466.1,5,3,3,533,Loyal Customers,Low Risk,0
Male,0,Yes,No,72.0,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),117.8,8684.8,Yes,6.0,9,1,72.0,9,8684.8,5,5,5,555,Champions,Medium-High Risk,30
Female,0,Yes,No,72.0,Yes,Yes,No,No,No,No,No,No,No,Two year,Yes,Credit card (automatic),24.15,1776.45,No,6.0,2,0,72.0,2,1776.45,5,2,3,523,Lost Customers,Medium Risk,10
Female,0,No,Yes,65.0,No,No,DSL,No,Yes,No,Yes,Yes,No,Two year,No,Mailed check,45.25,2933.95,No,5.0,4,0,65.0,4,2933.95,5,3,4,534,Loyal Customers,Low Risk,0
Female,1,No,No,54.0,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,79.5,4370.25,Yes,4.0,4,1,54.0,4,4370.25,5,3,4,534,Loyal Customers,Medium-High Risk,50
Male,0,Yes,Yes,7.0,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,20.25,144.35,No,0.0,1,0,7.0,1,144.35,3,1,1,311,Average Customers,Medium Risk,70
Female,0,Yes,No,72.0,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,Two year,No,Bank transfer (automatic),64.75,4804.75,No,6.0,6,0,72.0,6,4804.75,5,4,5,545,Champions,Low Risk,0
Male,0,Yes,No,21.0,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),54.6,1125.2,No,1.0,3,0,21.0,3,1125.2,4,2,3,423,Lost Customers,Low Risk,20
Female,0,No,No,2.0,Yes,No,No,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),20.7,39.85,No,0.0,1,0,2.0,1,39.85,1,1,1,111,At-Risk Newbies,Medium Risk,70
Male,1,No,No,4.0,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,94.75,422.4,No,0.0,5,0,4.0,5,422.4,2,4,2,242,Average Customers,High Risk,90
Male,0,Yes,No,3.0,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),79.65,251.75,Yes,0.0,4,1,3.0,4,251.75,1,3,1,131,Average Customers,High Risk,90
Male,0,Yes,No,72.0,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),115.8,8332.15,No,6.0,9,0,72.0,9,8332.15,5,5,5,555,Champions,Medium-High Risk,30
Female,0,No,No,6.0,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,49.45,314.6,No,0.0,3,0,6.0,3,314.6,2,2,2,222,At-Risk Newbies,Medium-High Risk,60
Male,0,No,No,52.0,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),83.8,4331.4,No,4.0,4,0,52.0,4,4331.4,5,3,4,534,Loyal Customers,Medium-High Risk,50
Male,1,Yes,No,69.0,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),95.35,6382.0,No,5.0,6,0,69.0,6,6382.0,5,4,5,545,Champions,Medium-High Risk,50
Male,0,No,No,8.0,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,94.7,740.3,Yes,0.0,5,1,8.0,5,740.3,3,4,2,342,Average Customers,High Risk,90
Female,1,No,No,8.0,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),74.05,600.15,No,0.0,3,0,8.0,3,600.15,3,2,2,322,Average Customers,High Risk,90
Female,1,No,No,63.0,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),89.6,5538.8,No,5.0,5,0,63.0,5,5538.8,5,4,5,545,Champions,Medium-High Risk,50
Male,0,No,No,60.0,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),116.6,7049.5,No,5.0,9,0,60.0,9,7049.5,5,5,5,555,Champions,Medium-High Risk,30
Female,0,Yes,No,12.0,Yes,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),54.2,690.5,No,1.0,4,0,12.0,4,690.5,3,3,2,332,Average Customers,Low Risk,20
Female,0,No,No,13.0,Yes,No,No,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,19.3,279.3,No,1.0,1,0,13.0,1,279.3,4,1,2,412,Lost Customers,Medium Risk,30
Male,0,No,No,22.0,Yes,Yes,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,No,Mailed check,65.05,1427.55,No,1.0,6,0,22.0,6,1427.55,4,4,3,443,Loyal Customers,Low Risk,20
Male,0,No,No,5.0,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,92.5,452.7,Yes,0.0,5,1,5.0,5,452.7,2,4,2,242,Average Customers,High Risk,90
Female,0,Yes,Yes,1.0,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,19.45,19.45,Yes,0.0,1,1,1.0,1,19.45,1,1,1,111,At-Risk Newbies,Medium Risk,70
Female,0,Yes,Yes,72.0,Yes,Yes,No,No,No,No,No,No,No,Two year,Yes,Bank transfer (automatic),24.05,1709.15,No,6.0,2,0,72.0,2,1709.15,5,2,3,523,Lost Customers,Medium Risk,10
Female,0,No,No,2.0,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),18.75,53.15,No,0.0,1,0,2.0,1,53.15,1,1,1,111,At-Risk Newbies,Medium Risk,70
Female,0,Yes,Yes,40.0,Yes,No,No,No,No,No,No,No,No,Two year,No,Bank transfer (automatic),20.15,777.35,No,3.0,1,0,40.0,1,777.35,5,1,2,512,Lost Customers,Medium Risk,10
Male,0,Yes,Yes,44.0,Yes,No,No,No,No,No,No,No,No,One year,No,Bank transfer (automatic),20.0,860.85,No,3.0,1,0,44.0,1,860.85,5,1,2,512,Lost Customers,Medium Risk,10
Male,1,Yes,No,71.0,Yes,No,DSL,Yes,Yes,No,Yes,Yes,No,One year,Yes,Bank transfer (automatic),71.0,5012.1,No,5.0,6,0,71.0,6,5012.1,5,4,5,545,Champions,Medium Risk,20
Female,0,No,No,2.0,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,75.55,166.3,Yes,0.0,3,1,2.0,3,166.3,1,2,1,121,At-Risk Newbies,High Risk,90
Male,1,No,No,26.0,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,93.6,2404.1,No,2.0,5,0,26.0,5,2404.1,5,4,4,544,Champions,Medium-High Risk,50
Male,0,Yes,Yes,1.0,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.0,70.0,Yes,0.0,2,1,1.0,2,70.0,1,2,1,121,At-Risk Newbies,Medium-High Risk,80
Female,0,No,No,1.0,No,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,24.4,24.4,No,0.0,1,0,1.0,1,24.4,1,1,1,111,At-Risk Newbies,Medium Risk,70
Male,0,Yes,Yes,65.0,Yes,No,DSL,Yes,No,No,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),74.8,4820.15,Yes,5.0,6,1,65.0,6,4820.15,5,4,5,545,Champions,Low Risk,20
Male,0,No,No,3.0,Yes,Yes,DSL,No,No,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,65.25,209.9,No,0.0,5,0,3.0,5,209.9,1,4,1,141,Average Customers,Low Risk,60
Male,0,No,No,13.0,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,50.55,610.75,No,1.0,3,0,13.0,3,610.75,4,2,2,422,Lost Customers,Low Risk,20
Female,0,Yes,No,33.0,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,104.4,3409.6,Yes,2.0,7,1,33.0,7,3409.6,5,5,4,554,Champions,Medium-High Risk,50
Female,0,No,No,1.0,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,70.7,70.7,No,0.0,2,0,1.0,2,70.7,1,2,1,121,At-Risk Newbies,High Risk,100
Male,0,Yes,Yes,4.0,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,45.25,155.35,No,0.0,2,0,4.0,2,155.35,2,2,1,221,At-Risk Newbies,Medium Risk,70
Male,0,No,No,2.0,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.3,144.0,No,0.0,2,0,2.0,2,144.0,1,2,1,121,At-Risk Newbies,High Risk,100
Male,0,Yes,No,72.0,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),108.95,7875.0,No,6.0,8,0,72.0,8,7875.0,5,5,5,555,Champions,Medium-High Risk,30
Female,0,Yes,Yes,37.0,Yes,Yes,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,26.45,911.6,No,3.0,2,0,37.0,2,911.6,5,2,2,522,Lost Customers,Medium Risk,30
Female,0,No,No,15.0,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,No,Electronic check,86.2,1270.2,Yes,1.0,4,1,15.0,4,1270.2,4,3,3,433,Loyal Customers,Medium-High Risk,50
Female,0,No,No,23.0,Yes,No,No,No,No,No,No,No,No,One year,Yes,Credit card (automatic),19.65,478.1,No,1.0,1,0,23.0,1,478.1,4,1,2,412,Lost Customers,Medium Risk,10
Female,0,Yes,Yes,30.0,No,No,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),51.2,1561.5,Yes,2.0,4,1,30.0,4,1561.5,5,3,3,533,Loyal Customers,Low Risk,20
Female,0,Yes,Yes,42.0,Yes,No,No,No,No,No,No,No,No,One year,Yes,Electronic check,19.05,761.85,No,3.0,1,0,42.0,1,761.85,5,1,2,512,Lost Customers,Medium-High Risk,10
Female,0,No,No,32.0,Yes,Yes,DSL,Yes,No,No,No,Yes,Yes,One year,No,Mailed check,74.75,2282.95,No,2.0,6,0,32.0,6,2282.95,5,4,4,544,Champions,Low Risk,20
Female,0,Yes,Yes,22.0,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),75.8,1615.1,No,1.0,3,0,22.0,3,1615.1,4,2,3,423,Lost Customers,Medium-High Risk,50
Male,0,Yes,No,42.0,No,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),25.1,1097.15,No,3.0,1,0,42.0,1,1097.15,5,1,3,513,Lost Customers,Medium Risk,30
Female,0,No,No,8.0,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,44.45,369.3,No,0.0,2,0,8.0,2,369.3,3,2,2,322,Average Customers,Medium Risk,70
Female,0,Yes,Yes,65.0,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Two year,Yes,Credit card (automatic),104.3,6725.3,No,5.0,7,0,65.0,7,6725.3,5,5,5,555,Champions,Medium-High Risk,30
Female,0,No,No,2.0,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,19.5,31.55,Yes,0.0,1,1,2.0,1,31.55,1,1,1,111,At-Risk Newbies,Medium Risk,70
Female,0,Yes,Yes,70.0,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),89.0,6293.2,No,5.0,9,0,70.0,9,6293.2,5,5,5,555,Champions,Low Risk,20
Male,0,No,Yes,22.0,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),20.15,432.5,No,1.0,1,0,22.0,1,432.5,4,1,2,412,Lost Customers,Medium Risk,30
Female,1,No,No,4.0,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.9,321.75,Yes,0.0,3,1,4.0,3,321.75,2,2,2,222,At-Risk Newbies,High Risk,90
Female,0,No,No,2.0,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),74.9,147.15,Yes,0.0,3,1,2.0,3,147.15,1,2,1,121,At-Risk Newbies,High Risk,90
Female,0,Yes,Yes,67.0,No,No,DSL,Yes,Yes,No,No,No,No,Two year,No,Bank transfer (automatic),36.15,2434.45,No,5.0,3,0,67.0,3,2434.45,5,2,4,524,High Spenders,Low Risk,0
Female,0,No,No,25.0,Yes,No,No,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),19.2,532.1,No,2.0,1,0,25.0,1,532.1,5,1,2,512,Lost Customers,Medium Risk,30
Female,0,Yes,No,20.0,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),19.25,375.25,No,1.0,1,0,20.0,1,375.25,4,1,2,412,Lost Customers,Medium Risk,30
Female,0,No,Yes,2.0,Yes,No,DSL,Yes,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),61.2,125.95,No,0.0,4,0,2.0,4,125.95,1,3,1,131,Average Customers,Low Risk,60
Male,0,No,No,51.0,Yes,No,No,No,No,No,No,No,No,Two year,No,Mailed check,20.45,1042.65,No,4.0,1,0,51.0,1,1042.65,5,1,3,513,Lost Customers,Medium Risk,10
Female,0,Yes,Yes,46.0,No,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,No,Bank transfer (automatic),35.05,1620.25,No,3.0,3,0,46.0,3,1620.25,5,2,3,523,Lost Customers,Low Risk,20
Female,0,No,No,25.0,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,100.25,2387.75,Yes,2.0,6,1,25.0,6,2387.75,5,4,4,544,Champions,Medium-High Risk,50
Male,0,No,Yes,13.0,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,44.0,659.35,No,1.0,2,0,13.0,2,659.35,4,2,2,422,Lost Customers,Medium Risk,30
Female,1,No,No,25.0,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,102.8,2660.2,Yes,2.0,7,1,25.0,7,2660.2,5,5,4,554,Champions,Medium-High Risk,50
Male,0,Yes,Yes,26.0,Yes,No,DSL,No,No,Yes,No,No,No,One year,No,Mailed check,50.35,1285.8,No,2.0,3,0,26.0,3,1285.8,5,2,3,523,Lost Customers,Low Risk,0
Male,0,No,No,43.0,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,One year,Yes,Electronic check,100.0,4211.55,Yes,3.0,6,1,43.0,6,4211.55,5,4,4,544,Champions,Medium-High Risk,30
Male,0,No,Yes,19.0,Yes,No,No,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,20.0,377.55,No,1.0,1,0,19.0,1,377.55,4,1,2,412,Lost Customers,Medium-High Risk,30
Male,0,Yes,No,10.0,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,99.85,990.9,Yes,0.0,6,1,10.0,6,990.9,3,4,3,343,Loyal Customers,High Risk,90
Female,0,No,Yes,2.0,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),94.2,193.8,Yes,0.0,5,1,2.0,5,193.8,1,4,1,141,Average Customers,High Risk,90
Female,0,Yes,No,72.0,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),86.4,6058.95,No,6.0,8,0,72.0,8,6058.95,5,5,5,555,Champions,Low Risk,20
Male,1,No,No,18.0,Yes,Yes,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),58.4,964.9,No,1.0,5,0,18.0,5,964.9,4,4,3,443,Loyal Customers,Medium Risk,20
Male,1,No,No,9.0,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,83.85,790.15,Yes,0.0,4,1,9.0,4,790.15,3,3,2,332,Average Customers,High Risk,90
Female,1,No,No,27.0,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,Credit card (automatic),88.3,2467.75,Yes,2.0,5,1,27.0,5,2467.75,5,4,4,544,Champions,Medium-High Risk,50
Male,0,No,No,24.0,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,94.1,2322.85,No,2.0,5,0,24.0,5,2322.85,4,4,4,444,Champions,Medium-High Risk,50
Male,0,No,No,69.0,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),104.05,7262.0,Yes,5.0,7,1,69.0,7,7262.0,5,5,5,555,Champions,Medium-High Risk,30
Female,0,Yes,No,46.0,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),108.9,4854.3,No,3.0,8,0,46.0,8,4854.3,5,5,5,555,Champions,Medium-High Risk,30
Female,1,No,No,72.0,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),107.4,7748.75,No,6.0,8,0,72.0,8,7748.75,5,5,5,555,Champions,Medium-High Risk,30
Male,0,Yes,No,22.0,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),94.7,1914.9,Yes,1.0,5,1,22.0,5,1914.9,4,4,3,443,Loyal Customers,Medium-High Risk,50
Female,1,Yes,No,70.0,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,90.85,6470.1,No,5.0,5,0,70.0,5,6470.1,5,4,5,545,Champions,Medium-High Risk,50
Female,0,No,No,2.0,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Electronic check,19.9,57.4,No,0.0,1,0,2.0,1,57.4,1,1,1,111,At-Risk Newbies,Medium-High Risk,70
Male,0,Yes,No,31.0,Yes,No,DSL,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),66.4,2019.8,No,2.0,5,0,31.0,5,2019.8,5,4,3,543,Loyal Customers,Low Risk,20
Female,1,Yes,No,56.0,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),100.65,5688.05,Yes,4.0,6,1,56.0,6,5688.05,5,4,5,545,Champions,Medium-High Risk,50
Female,0,Yes,Yes,16.0,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),100.7,1522.7,No,1.0,6,0,16.0,6,1522.7,4,4,3,443,Loyal Customers,Medium-High Risk,50
Male,0,No,Yes,52.0,Yes,Yes,No,No,No,No,No,No,No,Two year,No,Credit card (automatic),25.6,1334.5,No,4.0,2,0,52.0,2,1334.5,5,2,3,523,Lost Customers,Medium Risk,10
Male,0,Yes,Yes,13.0,Yes,No,No,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,19.85,252.0,No,1.0,1,0,13.0,1,252.0,4,1,1,411,Lost Customers,Medium Risk,30
Female,0,No,No,35.0,Yes,No,No,No,No,No,No,No,No,One year,No,Mailed check,20.75,700.45,No,2.0,1,0,35.0,1,700.45,5,1,2,512,Lost Customers,Medium Risk,10
Female,0,No,No,59.0,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Two year,No,Electronic check,95.8,5655.45,No,4.0,5,0,59.0,5,5655.45,5,4,5,545,Champions,Medium-High Risk,30
Male,0,Yes,No,72.0,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,94.65,6747.35,No,6.0,5,0,72.0,5,6747.35,5,4,5,545,Champions,Medium-High Risk,50
Female,1,Yes,No,66.0,Yes,Yes,DSL,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),80.55,5265.1,Yes,5.0,7,1,66.0,7,5265.1,5,5,5,555,Champions,Medium Risk,20
